Name,Rank,Level,Link,Gold,Silver,Bronze,Points,Joined,Country,Total Competitions,Total Datasets,Total Codes,Total Discussions,Highest Rank,Current Rank,Current Level
Aditya,3873,expert,https://www.kaggle.com/adityadesai13,0,0,5,13,2 years ago,"Brighton, England, United Kingdom",,3.0,10.0,18,839.0,3893.0,Notebooks Expert
Ahmet Acar,3874,expert,https://www.kaggle.com/acarahmet,0,0,5,13,2 years ago,"Binghamton, New York, United States",,2.0,6.0,71,1447.0,3894.0,Notebooks Expert
Shiva Raj Mishra,3875,expert,https://www.kaggle.com/shivarajmishra,0,0,5,13,2 years ago,"Brisbane, Queensland, Australia",,3.0,5.0,65,1396.0,3895.0,Notebooks Expert
I_Mohit_mk,3876,expert,https://www.kaggle.com/imohitmk,0,0,5,13,a year ago,"New Delhi, Delhi, India",,,1.0,8,1996.0,3897.0,Notebooks Expert
Anika,3877,expert,https://www.kaggle.com/sinaasappel,0,2,5,12,9 years ago,"Lisse, South Holland, Netherlands",8.0,2.0,35.0,33,380.0,3898.0,Notebooks Expert
Tony Y.,3878,expert,https://www.kaggle.com/tonyyy,1,2,4,12,8 years ago,"Yokohama, Kanagawa, Japan",58.0,,14.0,106,207.0,3899.0,Competitions Expert
Matias Thayer,3879,expert,https://www.kaggle.com/chechir,1,1,8,12,8 years ago,"Santiago, Santiago Metropolitan Region, Chile",42.0,,27.0,144,95.0,3900.0,Competitions Grandmaster
Giulia Savorgnan,3880,expert,https://www.kaggle.com/giuliasavorgnan,0,3,2,12,7 years ago,"Milan, Lombardy, Italy",5.0,,5.0,70,237.0,3901.0,Competitions Expert
JyeSR,3881,expert,https://www.kaggle.com/jyesawtellrickson,0,0,9,12,7 years ago,"London, England, United Kingdom",11.0,2.0,13.0,74,569.0,3835.0,Notebooks Expert
RomanKyrychenko,3882,expert,https://www.kaggle.com/kirichenko17roman,0,1,4,12,7 years ago,"Kyiv, Ukraine",41.0,3.0,51.0,10,2479.0,3902.0,Competitions Expert
SubhamNagar,3883,expert,https://www.kaggle.com/subham07,0,0,6,12,6 years ago,"Kolkata, West Bengal, India",,1.0,9.0,89,764.0,3903.0,Notebooks Expert
Abir Pattnaik,3884,expert,https://www.kaggle.com/abirpattnaik,0,0,7,12,6 years ago,"Bengaluru, Karnataka, India",,,7.0,38,479.0,3904.0,Notebooks Expert
Kartik Godawat,3885,expert,https://www.kaggle.com/crazydiv,0,1,5,12,6 years ago,"Bengaluru, Karnataka, India",58.0,2.0,7.0,38,436.0,3905.0,Competitions Expert
SubhamoyBhaduri,3886,expert,https://www.kaggle.com/subhamoybhaduri,0,1,4,12,6 years ago,"Kolkata, West Bengal, India",1.0,3.0,7.0,75,698.0,3906.0,Notebooks Expert
Francis Paul Flores,3887,expert,https://www.kaggle.com/grosvenpaul,1,2,2,12,6 years ago,"Hong Kong, Hong Kong",12.0,2.0,8.0,31,158.0,3907.0,Notebooks Expert
"Alan ""AJ"" Pryor, Ph.D.",3888,expert,https://www.kaggle.com/apryor6,2,0,5,12,6 years ago,"Atlanta, Georgia, United States",2.0,1.0,8.0,223,8.0,3978.0,Notebooks Expert
osbornep,3889,expert,https://www.kaggle.com/osbornep,0,1,4,12,6 years ago,"Manchester, England, United Kingdom",,4.0,16.0,8,333.0,3909.0,Notebooks Expert
Ivan,3890,expert,https://www.kaggle.com/demesgal,0,3,2,12,6 years ago,"Yaroslavl, Yaroslavl Oblast, Russia",17.0,2.0,12.0,86,559.0,3910.0,Competitions Expert
hklee,3891,expert,https://www.kaggle.com/zeemeen,0,3,4,12,6 years ago,"Seoul, Seoul, South Korea",45.0,4.0,9.0,30,71.0,3911.0,Competitions Master
Kanav Anand,3892,expert,https://www.kaggle.com/kanav0183,0,2,6,12,6 years ago,"Kharagpur, West Bengal, India",18.0,,24.0,47,97.0,3912.0,Notebooks Expert
Pizzaboi,3893,expert,https://www.kaggle.com/asimandia,0,3,4,12,5 years ago,"Moscow, Russia",24.0,,10.0,33,283.0,3913.0,Notebooks Expert
Kostya Kravchenko,3894,expert,https://www.kaggle.com/kcostya,0,0,5,12,5 years ago,"Kyiv, Ukraine",33.0,,9.0,33,3346.0,3914.0,Competitions Expert
Yakub Ahmed,3895,expert,https://www.kaggle.com/tosmin,0,0,6,12,5 years ago,"Bengaluru, Karnataka, India",4.0,,10.0,21,1940.0,3915.0,Notebooks Expert
Robert Constable,3896,expert,https://www.kaggle.com/rjconstable,0,0,5,12,5 years ago,"Cambridge, England, United Kingdom",3.0,4.0,6.0,23,2612.0,3916.0,Notebooks Expert
Sheik Mohamed Imran,3897,expert,https://www.kaggle.com/imrandude,0,2,5,12,5 years ago,"Bengaluru, Karnataka, India",4.0,3.0,22.0,53,458.0,3917.0,Notebooks Expert
Nasir Islam Sujan,3898,expert,https://www.kaggle.com/nasirislamsujan,0,1,5,12,5 years ago,"Dhaka, Dhaka Division, Bangladesh",7.0,,10.0,100,283.0,3984.0,Notebooks Expert
Kaike Wesley Reis,3899,expert,https://www.kaggle.com/kaikewreis,0,0,5,12,5 years ago,"Salvador, State of Bahia, Brazil",1.0,,9.0,27,3190.0,3918.0,Notebooks Expert
Pragyan Subedi,3900,expert,https://www.kaggle.com/pragyanbo,0,1,5,12,5 years ago,"Kathmandu, Central Development Region, Nepal",20.0,,16.0,52,733.0,3919.0,Notebooks Expert
Renan Costalonga Monteiro,3901,expert,https://www.kaggle.com/rcmonteiro,0,0,5,12,5 years ago,"São Paulo, State of São Paulo, Brazil",1.0,2.0,11.0,3,2416.0,3920.0,Notebooks Expert
Martina Bohunicka,3902,expert,https://www.kaggle.com/martinab,0,0,5,12,5 years ago,"Rainham, England, United Kingdom",11.0,1.0,9.0,15,1944.0,3921.0,Notebooks Expert
Miguel Angel Cotrina Espinoza,3903,expert,https://www.kaggle.com/macespinoza,0,0,6,12,4 years ago,"Lima, Callao Region, Peru",7.0,4.0,32.0,89,577.0,3922.0,Notebooks Expert
De Marchi Fabio,3904,expert,https://www.kaggle.com/obiaf88,0,0,5,12,4 years ago,"Venice, Veneto, Italy",3.0,1.0,16.0,21,1599.0,3987.0,Notebooks Expert
Ankit Sati,3905,expert,https://www.kaggle.com/satian,0,3,2,12,4 years ago,"New Delhi, Delhi, India",17.0,1.0,6.0,89,164.0,3923.0,Notebooks Expert
Joseph Mohr,3906,expert,https://www.kaggle.com/josephvm,0,0,5,12,4 years ago,"Madison, Wisconsin, United States",3.0,9.0,13.0,97,2378.0,3924.0,Datasets Expert
saewonYang,3907,expert,https://www.kaggle.com/yangsaewon,0,1,5,12,4 years ago,"Seongnam-si, Gyeonggi-do, South Korea",11.0,,15.0,232,238.0,3925.0,Competitions Expert
Anil Kumar Reddy,3908,expert,https://www.kaggle.com/kunduruanil,0,0,5,12,4 years ago,"Hyderabad, Telangana, India",4.0,2.0,15.0,32,1141.0,3926.0,Notebooks Expert
Gajendra Saraswat,3909,expert,https://www.kaggle.com/sarques,0,0,7,12,4 years ago,"Bikaner, Rajasthan, India",4.0,8.0,10.0,595,979.0,3927.0,Notebooks Expert
Alvaro,3910,expert,https://www.kaggle.com/alvaroibrain,0,0,6,12,4 years ago,"Santander, Cantabria, Spain",1.0,3.0,13.0,23,1479.0,3990.0,Notebooks Expert
Enes Polat,3911,expert,https://www.kaggle.com/enespolat,0,1,4,12,4 years ago,"Erzurum, Erzurum, Turkey",3.0,2.0,41.0,17,1605.0,3929.0,Notebooks Expert
Andrew W,3912,expert,https://www.kaggle.com/jrw2200,0,1,4,12,4 years ago,"New York, New York, United States",2.0,3.0,20.0,15,436.0,3992.0,Notebooks Expert
D1nall,3913,expert,https://www.kaggle.com/swarajshinde,0,0,5,12,4 years ago,"Pune, Maharashtra, India",7.0,,5.0,49,1169.0,3930.0,Notebooks Expert
Regaip Kurt,3914,expert,https://www.kaggle.com/regaipkurt,0,0,6,12,4 years ago,"Ankara, Ankara, Turkey",,1.0,24.0,7,810.0,3931.0,Notebooks Expert
Raj Shinde,3915,expert,https://www.kaggle.com/rajwardhanshinde,0,1,8,12,4 years ago,"Pune, Maharashtra, India",6.0,,12.0,84,244.0,3932.0,Notebooks Expert
Stanislav Jirák,3916,expert,https://www.kaggle.com/jirakst,0,1,3,12,4 years ago,"Prague, Prague, Czechia",2.0,1.0,16.0,39,1134.0,3934.0,Notebooks Expert
Aishwarya,3917,expert,https://www.kaggle.com/aishu200023,0,0,7,12,4 years ago,"Chennai, Tamil Nadu, India",1.0,4.0,7.0,2,903.0,3935.0,Datasets Expert
Vineeth,3918,expert,https://www.kaggle.com/vvineeth,0,0,6,12,4 years ago,"Bengaluru, Karnataka, India",,2.0,14.0,20,752.0,3936.0,Notebooks Expert
Prasad Patil,3919,expert,https://www.kaggle.com/prasadpatil99,0,0,7,12,3 years ago,"Pune, Maharashtra, India",,,9.0,53,606.0,3937.0,Notebooks Expert
Krishna Chaitanya Yarlagadda,3920,expert,https://www.kaggle.com/krishcy25,0,0,6,12,3 years ago,"Wilmington, Delaware, United States",2.0,5.0,7.0,1,675.0,3938.0,Notebooks Expert
SAURABH THAKUR,3921,expert,https://www.kaggle.com/saurah403,0,0,6,12,3 years ago,"Delhi, Delhi, India",7.0,3.0,6.0,113,842.0,3940.0,Notebooks Expert
Gurpreet Singh,3922,expert,https://www.kaggle.com/vishumudgal,0,0,5,12,3 years ago,"Delhi, Delhi, India",,,7.0,159,1109.0,3941.0,Notebooks Expert
yavuz koksal,3923,expert,https://www.kaggle.com/dadasyvz,0,0,5,12,3 years ago,"Amsterdam, North Holland, Netherlands",,2.0,17.0,13,2532.0,3942.0,Notebooks Expert
Dijoraj Sen Roy,3924,expert,https://www.kaggle.com/dijorajsenroy,0,0,7,12,3 years ago,"Kolkata, West Bengal, India",3.0,,7.0,19,929.0,3943.0,Notebooks Expert
Mauricio Cordeiro,3925,expert,https://www.kaggle.com/cordmaur,0,0,5,12,3 years ago,"Toulouse, Occitanie, France",3.0,,6.0,4,3907.0,3944.0,Notebooks Expert
Pritha Roy Choudhury,3926,expert,https://www.kaggle.com/pritharc,0,0,5,12,3 years ago,"Kolkata, West Bengal, India",1.0,2.0,15.0,24,1129.0,3945.0,Notebooks Expert
PIkachu,3927,expert,https://www.kaggle.com/gyanendradas,0,0,5,12,3 years ago,"Dhanbad, Jharkhand, India",40.0,27.0,8.0,15,1733.0,3946.0,Competitions Expert
John Tharian,3928,expert,https://www.kaggle.com/johntharian,0,0,5,12,3 years ago,,,1.0,9.0,12,995.0,3947.0,Notebooks Expert
Ashutosh Varma,3929,expert,https://www.kaggle.com/ashutoshvarma,0,0,6,12,3 years ago,"Pune, Maharashtra, India",,,8.0,8,612.0,3948.0,Notebooks Expert
Icaro Freire,3930,expert,https://www.kaggle.com/icarofreire,0,1,4,12,3 years ago,"São Bernardo do Campo, State of São Paulo, Brazil",1.0,3.0,5.0,138,552.0,3949.0,Datasets Expert
Simran_k,3931,expert,https://www.kaggle.com/himsim2726,0,0,6,12,3 years ago,"Hyderabad, Telangana, India",,,7.0,99,793.0,3951.0,Notebooks Expert
Gaurav Singh,3932,expert,https://www.kaggle.com/gauravdahiya,0,0,6,12,3 years ago,"Gurugram, Haryana, India",3.0,8.0,8.0,116,673.0,3953.0,Notebooks Expert
Aniket Yadav,3933,expert,https://www.kaggle.com/aniketyadav1,0,0,5,12,3 years ago,"Jaipur, Rajasthan, India",1.0,6.0,9.0,15,2177.0,3954.0,Notebooks Expert
Alberto Maria Falletta,3934,expert,https://www.kaggle.com/albeffe,0,0,7,12,3 years ago,"Turin, Piedmont, Italy",1.0,4.0,7.0,338,635.0,3955.0,Datasets Expert
Priyanka Gupta,3935,expert,https://www.kaggle.com/pg1007,0,0,5,12,3 years ago,"New Delhi, Delhi, India",2.0,2.0,11.0,33,1237.0,3956.0,Notebooks Expert
Vishnu Varthan Rao,3936,expert,https://www.kaggle.com/vishnuvarthanrao,0,0,7,12,2 years ago,"Coimbatore, Tamil Nadu, India",,3.0,7.0,40,627.0,3957.0,Datasets Expert
Sumit Hawal,3937,expert,https://www.kaggle.com/sumithawal,0,0,6,12,2 years ago,"Pimpri-Chinchwad, Maharashtra, India",1.0,,8.0,66,1192.0,3958.0,Notebooks Expert
Basar Kaya (Student),3938,expert,https://www.kaggle.com/basarkayastudent,0,0,6,12,2 years ago,"İstanbul, İstanbul, Turkey",,,9.0,5,984.0,3959.0,Notebooks Expert
Ihor Muliar,3939,expert,https://www.kaggle.com/ihormuliar,0,0,5,12,2 years ago,"Kyiv, Ukraine",2.0,3.0,5.0,133,1494.0,3960.0,Datasets Expert
Syphax,3940,expert,https://www.kaggle.com/syphax93,0,0,5,12,2 years ago,"Paris, Île-de-France, France",5.0,3.0,7.0,71,790.0,3961.0,Notebooks Expert
Albert256,3941,expert,https://www.kaggle.com/alberto256,0,0,5,12,2 years ago,"New York, New York, United States",,,7.0,14,3939.0,4018.0,Notebooks Expert
Avi Mehta,3942,expert,https://www.kaggle.com/avimehta14,0,0,6,12,2 years ago,"Ahmedabad, Gujarat, India",,4.0,12.0,54,799.0,3962.0,Notebooks Expert
Harsh Sinha,3943,expert,https://www.kaggle.com/harshsinha1234,0,0,6,12,2 years ago,"Delhi, Delhi, India",,1.0,5.0,43,936.0,3963.0,Notebooks Expert
Abhishek Parashar,3944,expert,https://www.kaggle.com/abhiparashar,0,0,6,12,2 years ago,"New Delhi, Delhi, India",1.0,3.0,10.0,4,993.0,4020.0,Datasets Expert
Sumit.Singh_20,3945,expert,https://www.kaggle.com/sumitsingh20,0,0,8,12,2 years ago,"Gurugram, Haryana, India",,,13.0,33,992.0,3964.0,Notebooks Expert
Diksha Aggarwal,3946,expert,https://www.kaggle.com/diksha659,0,0,5,12,2 years ago,"Gurugram, Haryana, India",2.0,,9.0,22,1085.0,4023.0,Notebooks Expert
Anindita Karmakar,3947,expert,https://www.kaggle.com/aninditakarmakar,0,0,5,12,2 years ago,"Bengaluru, Karnataka, India",,,6.0,21,1151.0,3966.0,Notebooks Expert
VSangarya,3948,expert,https://www.kaggle.com/vsangarya,0,0,6,12,2 years ago,"Bengaluru, Karnataka, India",,,6.0,7,934.0,3967.0,Notebooks Expert
iShwetaJha,3949,expert,https://www.kaggle.com/ishwetajha,0,0,5,12,2 years ago,,,1.0,3.0,15,2067.0,3968.0,Notebooks Expert
Gurhar Khalsa,3950,expert,https://www.kaggle.com/gurharkhalsa,0,0,5,12,2 years ago,"Boulder, Colorado, United States",1.0,,10.0,65,1383.0,3969.0,Notebooks Expert
YASHASWITA SINGH,3951,expert,https://www.kaggle.com/yashaswitasingh,0,0,5,12,2 years ago,"Greater Noida, Uttar Pradesh, India",,2.0,5.0,10,2136.0,3970.0,Notebooks Expert
Coding Treat,3952,expert,https://www.kaggle.com/codingtreat,0,0,5,12,a year ago,"Delhi, Delhi, India",,,4.0,24,2053.0,3971.0,Notebooks Expert
DSEverything,3953,expert,https://www.kaggle.com/dongxu027,1,2,5,11,7 years ago,"Arizona, United States",39.0,1.0,13.0,227,32.0,3972.0,Competitions Expert
SrikanthPotukuchi,3954,expert,https://www.kaggle.com/srikanthpotukuchi,0,0,6,11,7 years ago,"Toronto, Ontario, Canada",9.0,1.0,14.0,66,895.0,3973.0,Notebooks Expert
qiubit,3955,expert,https://www.kaggle.com/qiubit,0,1,5,11,7 years ago,"Warsaw, Masovian Voivodeship, Poland",6.0,2.0,6.0,19,701.0,3974.0,Notebooks Expert
happycube,3956,expert,https://www.kaggle.com/happycube,0,1,4,11,7 years ago,"Goleta, California, United States",38.0,,20.0,681,3310.0,3975.0,Competitions Expert
Claudio Giorgio Giancaterino,3957,expert,https://www.kaggle.com/zeus75,0,0,5,11,7 years ago,"Milan, Lombardy, Italy",21.0,1.0,30.0,90,985.0,3976.0,Competitions Expert
Gowri Shankar,3958,expert,https://www.kaggle.com/gowrishankarin,0,1,7,11,6 years ago,"Chennai, Tamil Nadu, India",8.0,,15.0,41,417.0,3977.0,Notebooks Expert
Anjana Tiha,3959,expert,https://www.kaggle.com/anjanatiha,0,0,7,11,6 years ago,"Fremont, California, United States",11.0,2.0,26.0,20,1430.0,3908.0,Notebooks Expert
Tahsin Mostafiz,3960,expert,https://www.kaggle.com/tahsin,0,0,5,11,6 years ago,"Gainesville, Florida, United States",14.0,5.0,7.0,129,1601.0,3979.0,Competitions Expert
Amogh,3961,expert,https://www.kaggle.com/amoghjrules,0,0,6,11,5 years ago,"Tiruchirappalli, Tamil Nadu, India",10.0,9.0,19,112,495.0,3980.0,Competitions Expert
Defend Intelligence,3962,expert,https://www.kaggle.com/anisayari,0,2,4,11,5 years ago,"Paris, Île-de-France, France",8.0,3.0,7,49,226.0,3981.0,Notebooks Expert
Sanchit Tanwar,3963,expert,https://www.kaggle.com/sanchit2843,0,0,5,11,5 years ago,"Patiala, Punjab, India",3.0,4.0,7,7,1293.0,4049.0,Datasets Expert
Macit Giray Gökırmak,3964,expert,https://www.kaggle.com/mgiraygokirmak,0,0,6,11,5 years ago,"Istanbul, Istanbul, Turkey",13.0,1.0,14,16,490.0,4050.0,Notebooks Expert
Oleksandr Kosovan,3965,expert,https://www.kaggle.com/kosovanolexandr,0,1,5,11,5 years ago,"Lviv, Lviv Oblast, Ukraine",6.0,2.0,18,21,663.0,3982.0,Notebooks Expert
Avinash Kumar,3966,expert,https://www.kaggle.com/iavinas,0,2,4,11,5 years ago,"Bengaluru, Karnataka, India",6.0,,15,59,287.0,3983.0,Notebooks Expert
Zhuang Jia,3967,expert,https://www.kaggle.com/jiazhuang,0,2,4,11,5 years ago,"Hangzhou, Zhejiang, China",14.0,,8,163,194.0,3985.0,Competitions Master
Ankur,3968,expert,https://www.kaggle.com/ankur123xyz,0,0,5,11,5 years ago,"Mumbai, Maharashtra, India",,,9,13,972.0,3986.0,Notebooks Expert
Terrance Whitehurst,3969,expert,https://www.kaggle.com/twhitehurst3,0,0,5,11,4 years ago,"Tallahassee, Florida, United States",4.0,,22,6,3483.0,3988.0,Notebooks Expert
siddharth,3970,expert,https://www.kaggle.com/siddhrath,0,0,11,11,4 years ago,"Bengaluru, Karnataka, India",10.0,3.0,15,75,251.0,3989.0,Notebooks Expert
darkrubiks,3971,expert,https://www.kaggle.com/darkrubiks,0,0,5,11,4 years ago,"São Paulo, State of São Paulo, Brazil",5.0,2.0,12,14,2421.0,3991.0,Notebooks Expert
Deepak Chaudhary,3972,expert,https://www.kaggle.com/deepakd14,0,0,5,11,4 years ago,"New Delhi, Delhi, India",2.0,,5,4,972.0,3993.0,Notebooks Expert
Sumit Mishra,3973,expert,https://www.kaggle.com/sumitm004,0,0,5,11,4 years ago,"New Delhi, Delhi, India",6.0,2.0,11,127,1810.0,3994.0,Notebooks Expert
Dhruv Makwana,3974,expert,https://www.kaggle.com/dhruvmak,0,0,5,11,4 years ago,"Ahmedabad, Gujarat, India",4.0,3.0,10,9,812.0,3995.0,Notebooks Expert
Hamza Tanç,3975,expert,https://www.kaggle.com/hamzatanc,0,0,7,11,4 years ago,"İstanbul, İstanbul, Turkey",1.0,4.0,9,64,788.0,3996.0,Notebooks Expert
Nathan Zhong,3976,expert,https://www.kaggle.com/nzhongahtan,0,0,5,11,4 years ago,"New Brunswick, New Jersey, United States",3.0,1.0,7,82,1085.0,3997.0,Notebooks Expert
Kaustubh Pathak,3977,expert,https://www.kaggle.com/terminate9298,0,0,5,11,4 years ago,"Gwalior, Madhya Pradesh, India",3.0,5.0,35,12,1820.0,3998.0,Notebooks Expert
Harsh,3978,expert,https://www.kaggle.com/harsh368,0,0,5,11,4 years ago,"Mathura, Uttar Pradesh, India",,,5,5,751.0,3999.0,Notebooks Expert
shivam,3979,expert,https://www.kaggle.com/shivam2811,0,0,5,11,4 years ago,"Guna, Madhya Pradesh, India",7.0,1.0,5,29,1050.0,4000.0,Notebooks Expert
Yassine Hamdaoui,3980,expert,https://www.kaggle.com/yassinehamdaoui1,0,0,5,11,4 years ago,"Tunis, Tunis, Tunisia",8.0,4.0,9,93,563.0,4001.0,Competitions Expert
Vinay Singh,3981,expert,https://www.kaggle.com/an0utlier,0,0,5,11,3 years ago,"Pune, Maharashtra, India",3.0,1.0,5,11,762.0,4002.0,Notebooks Expert
YASH GOYAL,3982,expert,https://www.kaggle.com/yashgoyal401,0,0,5,11,3 years ago,"Bengaluru, Karnataka, India",3.0,3.0,10,12,622.0,4003.0,Notebooks Expert
Akhil Srivastava,3983,expert,https://www.kaggle.com/sriakhil25,0,0,5,11,3 years ago,"Bengaluru, Karnataka, India",,2.0,5,2,1067.0,4004.0,Notebooks Expert
Srinath Srinivasan,3984,expert,https://www.kaggle.com/srinathsrinivasan1,0,0,5,11,3 years ago,"Chennai, Tamil Nadu, India",,,6,6,1709.0,4005.0,Notebooks Expert
Sreeja,3985,expert,https://www.kaggle.com/sreejaej,0,0,5,11,3 years ago,"Bengaluru, Karnataka, India",4.0,,5,13,1721.0,4006.0,Notebooks Expert
Matthew Morgan,3986,expert,https://www.kaggle.com/matt4byu,0,0,5,11,3 years ago,"Provo, Utah, United States",4.0,,5,3,1207.0,4007.0,Notebooks Expert
Sanskruti Panda,3987,expert,https://www.kaggle.com/sanskrutipanda,0,0,5,11,3 years ago,"Bhawanipatna, Odisha, India",,3.0,5,58,521.0,4008.0,Datasets Expert
Kevin Chan,3988,expert,https://www.kaggle.com/momincks,0,0,5,11,3 years ago,"Hong Kong, Hong Kong",1.0,1.0,9,5,2596.0,4063.0,Notebooks Expert
Anshul Jain,3989,expert,https://www.kaggle.com/ansh8755,0,0,5,11,3 years ago,"Agra, Uttar Pradesh, India",,,5,25,713.0,4009.0,Notebooks Expert
NotoriousM.O.Y,3990,expert,https://www.kaggle.com/iammoy23,0,0,6,11,3 years ago,"Thane, Maharashtra, India",,,6,8,749.0,4010.0,Notebooks Expert
👨🏼‍💻,3991,expert,https://www.kaggle.com/lazycoder00,0,0,6,11,3 years ago,,2.0,5.0,6,107,967.0,4011.0,Datasets Expert
Ritik Meena,3992,expert,https://www.kaggle.com/ritikmeena,0,0,5,11,3 years ago,"Gwalior, Madhya Pradesh, India",,1.0,5,4,1327.0,4012.0,Notebooks Expert
Siraz Naorem,3993,expert,https://www.kaggle.com/siraznaorem,0,0,5,11,3 years ago,"Delhi, Delhi, India",1.0,,5,205,626.0,4013.0,Notebooks Expert
Bivek Subedi,3994,expert,https://www.kaggle.com/bibeksubedi11,0,0,6,11,3 years ago,"Kathmandu, Central Development Region, Nepal",,3.0,6,48,1065.0,4014.0,Datasets Expert
Amshra267,3995,expert,https://www.kaggle.com/amanmishra4yearbtech,0,0,5,11,3 years ago,"Delhi, Delhi, India",9.0,2.0,8,14,923.0,4015.0,Notebooks Expert
akash tk,3996,expert,https://www.kaggle.com/akashtk,0,0,6,11,3 years ago,"Chennai, Tamil Nadu, India",,,11,15,1081.0,4016.0,Notebooks Expert
Mahnoor Shahid,3997,expert,https://www.kaggle.com/mahnoorshahidshakir,0,0,5,11,2 years ago,"Karachi, Sindh, Pakistan",,2.0,6,29,913.0,4017.0,Notebooks Expert
Aditya Aggarwal,3998,expert,https://www.kaggle.com/adityaaggarwal09,0,0,7,11,2 years ago,"Delhi, Delhi, India",1.0,2.0,10,29,700.0,4019.0,Notebooks Expert
Felipe Oliveira,3999,expert,https://www.kaggle.com/felipeoliveiraml,0,0,7,11,2 years ago,"São Paulo, State of São Paulo, Brazil",,1.0,7,68,753.0,4021.0,Notebooks Expert
Astha Jha,4000,expert,https://www.kaggle.com/asthajha,0,0,5,11,2 years ago,"Noida, Uttar Pradesh, India",,,5,6,728.0,4022.0,Notebooks Expert
Aditya Kaushik,4001,expert,https://www.kaggle.com/adityakaushik01,0,0,5,11,2 years ago,"New Delhi, Delhi, India",,,5,21,846.0,4024.0,Notebooks Expert
Aditya Naresh,4002,expert,https://www.kaggle.com/recursion17,0,0,5,11,2 years ago,"Meerut, Uttar Pradesh, India",,,6,5,945.0,4025.0,Notebooks Expert
oscar matias torres,4003,expert,https://www.kaggle.com/oscarmatiastorres,0,0,7,11,2 years ago,"Berlin, Berlin, Germany",,3.0,8,80,1085.0,4026.0,Notebooks Expert
Samarth Gupta,4004,expert,https://www.kaggle.com/samarthgupta39,0,0,5,11,2 years ago,"Vellore, Tamil Nadu, India",,1.0,4,96,1943.0,4027.0,Notebooks Expert
Ravindranadh Bobbili,4005,expert,https://www.kaggle.com/ravindranadhbobbili,0,0,6,11,2 years ago,"Hyderabad, Telangana, India",3.0,4.0,6,102,1259.0,4028.0,Datasets Expert
DATA VISUALs,4006,expert,https://www.kaggle.com/datavisuals,0,0,5,11,a year ago,,,,2,,2191.0,4029.0,Notebooks Expert
Dmitry Dryomov,4007,expert,https://www.kaggle.com/dremovd,0,2,5,10,13 years ago,"Moscow, Russia",90.0,3.0,12,216,177.0,4071.0,Competitions Master
Zach,4008,expert,https://www.kaggle.com/zachmayer,0,1,4,10,12 years ago,"Boston, Massachusetts, United States",51.0,1.0,7,896,2306.0,4030.0,Competitions Grandmaster
JMT5802,4009,expert,https://www.kaggle.com/jimthompson,1,3,3,10,10 years ago,"Reston, Virginia, United States",8.0,,12,86,10.0,4031.0,Notebooks Expert
David Thaler,4010,expert,https://www.kaggle.com/davidthaler,1,2,6,10,10 years ago,,25.0,,13,242,15.0,4032.0,Competitions Grandmaster
Grzegorz Sionkowski,4011,expert,https://www.kaggle.com/sionek,2,1,7,10,7 years ago,"Bydgoszcz, Kuyavian-Pomeranian Voivodeship, Poland",104.0,,61,439,63.0,4033.0,Competitions Expert
Mohanraj,4012,expert,https://www.kaggle.com/mytymohan,0,2,3,10,7 years ago,"Bengaluru, Karnataka, India",3.0,1.0,16,111,297.0,4034.0,Notebooks Expert
